"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa"
"11914",22687,"Morera","10/05/2011 12:13","Alto (> 8 mts)",150,"Grande",-68.8529493742,-32.899864794,2,"Barrio Civico",2366816.36021,0
"11915",22688,"Morera","11/05/2011 09:41","Muy bajo (1 - 2 mts)",4,"Chico",-68.8528939011,-32.8996966681,2,"Barrio Civico",2366816.36021,0
"11916",22690,"Morera","10/05/2011 12:08","Alto (> 8 mts)",152,"Grande",-68.8528586025,-32.8995835546,2,"Barrio Civico",2366816.36021,0
"11917",22691,"Fresno europeo","10/05/2011 12:07","Alto (> 8 mts)",62,"Grande",-68.8529448746,-32.8995089059,2,"Barrio Civico",2366816.36021,0
"11918",22695,"Fresno europeo","10/05/2011 12:03","Alto (> 8 mts)",68,"Grande",-68.853440611,-32.8995045945,5,"Residencial Sur",2423808.92355,0
"11919",22696,"Morera","10/05/2011 12:02","Alto (> 8 mts)",132,"Grande",-68.8535210585,-32.8995045878,5,"Residencial Sur",2423808.92355,0
"11920",22699,"Pltano","10/05/2011 11:59","Alto (> 8 mts)",146,"Grande",-68.8538212218,-32.8995070481,5,"Residencial Sur",2423808.92355,0
"11921",22701,"Paraiso","12/05/2011 12:35","Alto (> 8 mts)",102,"Grande",-68.8540193743,-32.8995521621,5,"Residencial Sur",2423808.92355,1
"11922",22702,"Pltano","12/05/2011 12:33","Alto (> 8 mts)",168,"Grande",-68.8540251855,-32.899593286,5,"Residencial Sur",2423808.92355,0
"11923",22703,"Morera","12/05/2011 12:32","Medio (4 - 8 mts)",58,"Mediano",-68.8540243682,-32.8996758222,5,"Residencial Sur",2423808.92355,1
"11924",22705,"Pltano","12/05/2011 12:30","Alto (> 8 mts)",158,"Grande",-68.8540403656,-32.899849785,5,"Residencial Sur",2423808.92355,0
"11925",22706,"Morera","12/05/2011 12:29","Alto (> 8 mts)",28,"Mediano",-68.8540496776,-32.8999363392,5,"Residencial Sur",2423808.92355,0
"11926",22708,"Morera","12/05/2011 12:23","Alto (> 8 mts)",98,"Grande",-68.8540745213,-32.9001029104,5,"Residencial Sur",2423808.92355,1
"11927",22709,"Morera","12/05/2011 12:22","Alto (> 8 mts)",182,"Grande",-68.8540836602,-32.9001796549,5,"Residencial Sur",2423808.92355,0
"11928",22710,"Paraiso","12/05/2011 12:20","Alto (> 8 mts)",184,"Grande",-68.8540915311,-32.9002247486,5,"Residencial Sur",2423808.92355,0
"11929",22711,"Olmo comun","12/05/2011 12:18","Alto (> 8 mts)",88,"Grande",-68.8541388693,-32.9004882786,5,"Residencial Sur",2423808.92355,0
"11930",22712,"Morera","12/05/2011 11:01","Medio (4 - 8 mts)",40,"Mediano",-68.8540456974,-32.9008641738,5,"Residencial Sur",2423808.92355,0
"11931",22715,"Pltano","10/05/2011 13:06","Alto (> 8 mts)",182,"Grande",-68.8539041384,-32.9018663272,2,"Barrio Civico",2366816.36021,0
"11932",22717,"Morera","10/05/2011 13:08","Alto (> 8 mts)",152,"Grande",-68.8536571319,-32.9018643747,2,"Barrio Civico",2366816.36021,0
"11933",22718,"Pltano","10/05/2011 13:10","Alto (> 8 mts)",198,"Grande",-68.8534641532,-32.9018685534,2,"Barrio Civico",2366816.36021,0
"11934",22723,"Morera","11/05/2011 10:05","Alto (> 8 mts)",112,"Grande",-68.8532968925,-32.9014345154,2,"Barrio Civico",2366816.36021,0
"11935",22724,"Fresno europeo","11/05/2011 10:06","Alto (> 8 mts)",88,"Grande",-68.8532938963,-32.9013672017,2,"Barrio Civico",2366816.36021,0
"11936",22725,"Morera","11/05/2011 10:07","Alto (> 8 mts)",104,"Grande",-68.8532805495,-32.9012712146,2,"Barrio Civico",2366816.36021,0
"11937",22727,"Paraiso","10/05/2011 13:25","Alto (> 8 mts)",86,"Grande",-68.8532521523,-32.9011380801,2,"Barrio Civico",2366816.36021,0
"11938",22730,"Paraiso","12/05/2011 11:26","Alto (> 8 mts)",118,"Grande",-68.8534436907,-32.9008399689,2,"Barrio Civico",2366816.36021,0
"11939",22731,"Paraiso","12/05/2011 11:25","Alto (> 8 mts)",166,"Grande",-68.8535141406,-32.9008397386,2,"Barrio Civico",2366816.36021,0
"11940",22733,"Paraiso","12/05/2011 11:03","Alto (> 8 mts)",162,"Grande",-68.8539506106,-32.9008329527,5,"Residencial Sur",2423808.92355,0
"11941",22741,"Morera","12/05/2011 10:51","Alto (> 8 mts)",96,"Grande",-68.8542107981,-32.9013186126,5,"Residencial Sur",2423808.92355,0
"11942",22742,"Morera","12/05/2011 10:50","Alto (> 8 mts)",92,"Grande",-68.8542206341,-32.9014038483,5,"Residencial Sur",2423808.92355,1
"11943",22744,"Morera","12/05/2011 10:47","Alto (> 8 mts)",98,"Grande",-68.8542467516,-32.9015690954,5,"Residencial Sur",2423808.92355,0
"11944",22746,"Morera","12/05/2011 10:39","Medio (4 - 8 mts)",30,"Mediano",-68.8542726261,-32.9017261188,5,"Residencial Sur",2423808.92355,0
"11945",22748,"Fresno europeo","31/05/2011 13:40","Medio (4 - 8 mts)",48,"Mediano",-68.8540592519,-32.9021797554,2,"Barrio Civico",2366816.36021,0
"11946",22752,"Fresno europeo","11/05/2011 09:47","Medio (4 - 8 mts)",40,"Mediano",-68.8534740472,-32.9022420991,2,"Barrio Civico",2366816.36021,0
"11947",22759,"Morera","01/06/2011 10:21","Alto (> 8 mts)",146,"Grande",-68.8539847281,-32.9020057035,2,"Barrio Civico",2366816.36021,0
"11948",22761,"Fresno europeo","29/06/2011 16:17","Alto (> 8 mts)",50,"Mediano",-68.8548285162,-32.9023118035,5,"Residencial Sur",2423808.92355,0
"11949",22763,"Fresno europeo","29/06/2011 16:21","Alto (> 8 mts)",48,"Mediano",-68.8546028574,-32.9023136585,5,"Residencial Sur",2423808.92355,0
"11950",22764,"Morera","29/06/2011 15:23","Medio (4 - 8 mts)",68,"Grande",-68.8544715146,-32.9017354638,5,"Residencial Sur",2423808.92355,0
"11951",22765,"Morera","29/06/2011 15:24","Alto (> 8 mts)",112,"Grande",-68.8545225879,-32.901735131,5,"Residencial Sur",2423808.92355,0
"11952",22767,"Morera","29/06/2011 15:30","Alto (> 8 mts)",136,"Grande",-68.8549483294,-32.9017285023,5,"Residencial Sur",2423808.92355,0
"11953",22768,"Morera","29/06/2011 15:32","Alto (> 8 mts)",152,"Grande",-68.8550848281,-32.9017259555,5,"Residencial Sur",2423808.92355,1
"11954",22769,"Morera","29/06/2011 15:34","Alto (> 8 mts)",168,"Grande",-68.8552531781,-32.9017240766,5,"Residencial Sur",2423808.92355,0
"11955",22770,"Paraiso","29/06/2011 15:35","Alto (> 8 mts)",98,"Grande",-68.8553344585,-32.9017238343,5,"Residencial Sur",2423808.92355,0
"11956",22771,"Morera","29/06/2011 15:36","Medio (4 - 8 mts)",52,"Mediano",-68.8554201892,-32.9017232599,5,"Residencial Sur",2423808.92355,0
"11957",22773,"Fresno europeo","29/06/2011 16:28","Alto (> 8 mts)",108,"Grande",-68.8544081451,-32.9019657222,5,"Residencial Sur",2423808.92355,0
"11958",22774,"Morera","29/06/2011 16:31","Alto (> 8 mts)",98,"Grande",-68.8543868215,-32.9018126085,5,"Residencial Sur",2423808.92355,0
"11959",22778,"Acacia SP","17/06/2011 19:26","Alto (> 8 mts)",40,"Mediano",-68.8575574805,-32.9017029292,5,"Residencial Sur",2423808.92355,0
"11960",22783,"Pltano","17/06/2011 19:20","Alto (> 8 mts)",166,"Grande",-68.8580911768,-32.9016966724,5,"Residencial Sur",2423808.92355,0
"11961",22785,"Pltano","17/06/2011 19:18","Alto (> 8 mts)",98,"Grande",-68.858364387,-32.9016921211,5,"Residencial Sur",2423808.92355,0
"11962",22786,"Pltano","17/06/2011 19:17","Alto (> 8 mts)",218,"Grande",-68.8585250396,-32.9016911308,5,"Residencial Sur",2423808.92355,0
"11963",22788,"Pltano","17/06/2011 19:13","Alto (> 8 mts)",168,"Grande",-68.8586856655,-32.9016914333,5,"Residencial Sur",2423808.92355,0
"11964",22790,"Paraiso","17/06/2011 18:16","Alto (> 8 mts)",68,"Grande",-68.8588916491,-32.9016923251,5,"Residencial Sur",2423808.92355,0
"11965",22791,"Pltano","17/06/2011 18:15","Alto (> 8 mts)",162,"Grande",-68.8589796279,-32.9016921772,5,"Residencial Sur",2423808.92355,0
"11966",22792,"Pltano","17/06/2011 18:14","Alto (> 8 mts)",176,"Grande",-68.8590614,-32.9016899251,5,"Residencial Sur",2423808.92355,0
"11967",22793,"Pltano","17/06/2011 16:59","Alto (> 8 mts)",98,"Grande",-68.859133981,-32.901686905,5,"Residencial Sur",2423808.92355,0
"11968",22794,"Pltano","17/06/2011 16:58","Alto (> 8 mts)",166,"Grande",-68.8592521997,-32.9016857217,5,"Residencial Sur",2423808.92355,0
"11969",22796,"Pltano","17/06/2011 16:55","Alto (> 8 mts)",158,"Grande",-68.859430581,-32.9016837646,5,"Residencial Sur",2423808.92355,1
"11970",22797,"Morera","17/06/2011 16:54","Alto (> 8 mts)",112,"Grande",-68.8595384325,-32.9016814413,5,"Residencial Sur",2423808.92355,0
"11971",22798,"Morera","17/06/2011 16:50","Bajo (2 - 4 mts)",18,"Chico",-68.859736264,-32.9016787618,5,"Residencial Sur",2423808.92355,0
"11972",22800,"Morera","14/06/2011 12:41","Alto (> 8 mts)",78,"Grande",-68.8599807436,-32.9017505398,5,"Residencial Sur",2423808.92355,0
"11973",22802,"Morera","14/06/2011 12:37","Alto (> 8 mts)",68,"Grande",-68.8600403066,-32.9019175481,5,"Residencial Sur",2423808.92355,0
"11974",22803,"Fresno europeo","14/06/2011 12:36","Alto (> 8 mts)",132,"Grande",-68.8600327538,-32.9020155002,5,"Residencial Sur",2423808.92355,0
"11975",22809,"Morera","14/06/2011 12:28","Medio (4 - 8 mts)",96,"Grande",-68.8593024439,-32.9023252713,5,"Residencial Sur",2423808.92355,0
"11976",22810,"Fresno americano","14/06/2011 12:25","Medio (4 - 8 mts)",36,"Mediano",-68.8591739313,-32.9023107753,5,"Residencial Sur",2423808.92355,0
"11977",22812,"Fresno americano","14/06/2011 12:23","Medio (4 - 8 mts)",32,"Mediano",-68.8589957963,-32.9022812696,5,"Residencial Sur",2423808.92355,0
"11978",22813,"Fresno americano","14/06/2011 12:21","Medio (4 - 8 mts)",58,"Mediano",-68.8589134226,-32.9022581836,5,"Residencial Sur",2423808.92355,0
"11979",22814,"Fresno americano","14/06/2011 12:20","Medio (4 - 8 mts)",46,"Mediano",-68.8588296426,-32.9022456457,5,"Residencial Sur",2423808.92355,0
"11980",22815,"Morera","14/06/2011 12:19","Alto (> 8 mts)",96,"Grande",-68.8587525947,-32.9022342875,5,"Residencial Sur",2423808.92355,0
"11981",22816,"Fresno americano","14/06/2011 12:18","Medio (4 - 8 mts)",38,"Mediano",-68.8586593022,-32.9022214683,5,"Residencial Sur",2423808.92355,0
"11982",22818,"Fresno americano","14/06/2011 12:15","Alto (> 8 mts)",54,"Mediano",-68.8584299264,-32.9022184136,5,"Residencial Sur",2423808.92355,0
"11983",22819,"Morera","14/06/2011 12:14","Alto (> 8 mts)",122,"Grande",-68.8583155741,-32.9022075539,5,"Residencial Sur",2423808.92355,0
"11984",22820,"Fresno americano","14/06/2011 12:13","Medio (4 - 8 mts)",28,"Mediano",-68.8582390594,-32.9021970076,5,"Residencial Sur",2423808.92355,0
"11985",22821,"Paraiso","14/06/2011 12:12","Alto (> 8 mts)",78,"Grande",-68.8581781435,-32.9021907168,5,"Residencial Sur",2423808.92355,0
"11986",22824,"Fresno americano","14/06/2011 12:08","Medio (4 - 8 mts)",32,"Mediano",-68.8579196739,-32.9021336169,5,"Residencial Sur",2423808.92355,0
"11987",22826,"Fresno europeo","14/06/2011 12:05","Alto (> 8 mts)",92,"Grande",-68.8576907516,-32.9020617002,5,"Residencial Sur",2423808.92355,0
"11988",22828,"Fresno europeo","14/06/2011 12:02","Bajo (2 - 4 mts)",14,"Chico",-68.8574550885,-32.9019662755,5,"Residencial Sur",2423808.92355,0
"11989",22829,"Fresno europeo","14/06/2011 11:59","Alto (> 8 mts)",76,"Grande",-68.857247123,-32.9018099557,5,"Residencial Sur",2423808.92355,0
"11990",22830,"Caducifolio","14/06/2011 11:58","Medio (4 - 8 mts)",42,"Mediano",-68.8572432555,-32.9017554892,5,"Residencial Sur",2423808.92355,0
"11991",22831,"Morera","29/06/2011 14:34","Alto (> 8 mts)",140,"Grande",-68.8583850906,-32.9013767253,5,"Residencial Sur",2423808.92355,0
"11992",22832,"Morera","29/06/2011 14:32","Alto (> 8 mts)",105,"Grande",-68.8583889528,-32.901448341,5,"Residencial Sur",2423808.92355,0
"11993",22834,"Morera","10/05/2011 11:30","Alto (> 8 mts)",82,"Grande",-68.8559197974,-32.9005571578,5,"Residencial Sur",2423808.92355,1
"11994",22836,"Morera","10/05/2011 11:28","Alto (> 8 mts)",72,"Grande",-68.8561141291,-32.9005486352,5,"Residencial Sur",2423808.92355,0
"11995",22837,"Morera","10/05/2011 11:27","Alto (> 8 mts)",106,"Grande",-68.8561773225,-32.900548946,5,"Residencial Sur",2423808.92355,0
"11996",22838,"Morera","10/05/2011 11:26","Alto (> 8 mts)",132,"Grande",-68.8562411745,-32.90054784,5,"Residencial Sur",2423808.92355,0
"11997",22839,"Paraiso","10/05/2011 11:23","Alto (> 8 mts)",158,"Grande",-68.8563453331,-32.9005473745,5,"Residencial Sur",2423808.92355,0
"11998",22840,"Morera","10/05/2011 11:22","Alto (> 8 mts)",138,"Grande",-68.8564493642,-32.9005457303,5,"Residencial Sur",2423808.92355,0
"11999",22844,"Morera","10/05/2011 11:17","Alto (> 8 mts)",108,"Grande",-68.8567579142,-32.9005401771,5,"Residencial Sur",2423808.92355,0
"12000",22846,"Morera","10/05/2011 11:13","Medio (4 - 8 mts)",82,"Grande",-68.8570160302,-32.9005852244,5,"Residencial Sur",2423808.92355,0
"12001",22847,"Fresno europeo","10/05/2011 11:12","Muy bajo (1 - 2 mts)",8,"Chico",-68.8570204958,-32.900629204,5,"Residencial Sur",2423808.92355,0
"12002",22849,"Acacia SP","10/05/2011 11:09","Bajo (2 - 4 mts)",12,"Chico",-68.8570295382,-32.9007383612,5,"Residencial Sur",2423808.92355,0
"12003",22850,"Morera","10/05/2011 10:48","Muy bajo (1 - 2 mts)",10,"Chico",-68.8570368261,-32.9008431938,5,"Residencial Sur",2423808.92355,0
"12004",22851,"Olmo comun","10/05/2011 10:47","Medio (4 - 8 mts)",42,"Mediano",-68.8570390848,-32.9009009947,5,"Residencial Sur",2423808.92355,0
"12005",22852,"Fresno europeo","10/05/2011 10:44","Medio (4 - 8 mts)",42,"Mediano",-68.8570459399,-32.9009585304,5,"Residencial Sur",2423808.92355,0
"12006",22854,"Fresno europeo","10/05/2011 10:42","Alto (> 8 mts)",98,"Grande",-68.8570568434,-32.9011314735,5,"Residencial Sur",2423808.92355,0
"12007",22855,"Morera","10/05/2011 10:42","Medio (4 - 8 mts)",28,"Mediano",-68.8570598921,-32.9011891986,5,"Residencial Sur",2423808.92355,0
"12008",22856,"Morera","10/05/2011 10:39","Muy bajo (1 - 2 mts)",8,"Chico",-68.8570704236,-32.9012870026,5,"Residencial Sur",2423808.92355,0
"12009",22858,"Fresno europeo","10/05/2011 10:38","Medio (4 - 8 mts)",42,"Mediano",-68.857074889,-32.90143492,5,"Residencial Sur",2423808.92355,0
"12010",22860,"Pltano","10/05/2011 10:30","Alto (> 8 mts)",92,"Grande",-68.8569171739,-32.9015995632,5,"Residencial Sur",2423808.92355,0
"12011",22861,"Pltano","10/05/2011 10:28","Alto (> 8 mts)",166,"Grande",-68.8567358417,-32.9016001301,5,"Residencial Sur",2423808.92355,0
"12012",22863,"Morera","10/05/2011 10:26","Alto (> 8 mts)",122,"Grande",-68.856549254,-32.9016045941,5,"Residencial Sur",2423808.92355,0
"12013",22864,"Pltano","10/05/2011 10:25","Alto (> 8 mts)",170,"Grande",-68.8564686339,-32.9016043979,5,"Residencial Sur",2423808.92355,0
"12014",22866,"Pltano","10/05/2011 10:14","Alto (> 8 mts)",168,"Grande",-68.8562409348,-32.9016065871,5,"Residencial Sur",2423808.92355,0
"12015",22867,"Pltano","10/05/2011 10:11","Alto (> 8 mts)",198,"Grande",-68.8561031068,-32.9016096449,5,"Residencial Sur",2423808.92355,0
"12016",22868,"Pltano","10/05/2011 10:10","Bajo (2 - 4 mts)",14,"Chico",-68.8560509498,-32.9016119257,5,"Residencial Sur",2423808.92355,0
"12017",22871,"Pltano","10/05/2011 10:03","Alto (> 8 mts)",192,"Grande",-68.8559234534,-32.9013740834,5,"Residencial Sur",2423808.92355,0
"12018",22872,"Morera","10/05/2011 10:02","Medio (4 - 8 mts)",38,"Mediano",-68.855912074,-32.901300322,5,"Residencial Sur",2423808.92355,0
"12019",22873,"Pltano","10/05/2011 10:01","Alto (> 8 mts)",170,"Grande",-68.8559063912,-32.9012506179,5,"Residencial Sur",2423808.92355,0
"12020",22874,"Pltano","10/05/2011 09:59","Alto (> 8 mts)",188,"Grande",-68.8558999975,-32.9011726143,5,"Residencial Sur",2423808.92355,0
"12021",22875,"Fresno europeo","10/05/2011 09:58","Bajo (2 - 4 mts)",12,"Chico",-68.8558942189,-32.9011107517,5,"Residencial Sur",2423808.92355,0
"12022",22877,"Pltano","10/05/2011 09:56","Alto (> 8 mts)",172,"Grande",-68.8558733612,-32.9008368582,5,"Residencial Sur",2423808.92355,0
"12023",22878,"Pltano","10/05/2011 09:55","Alto (> 8 mts)",158,"Grande",-68.8558657379,-32.9007399583,5,"Residencial Sur",2423808.92355,0
"12024",22879,"Pltano","10/05/2011 09:54","Alto (> 8 mts)",162,"Grande",-68.855860193,-32.900665833,5,"Residencial Sur",2423808.92355,0
"12025",22881,"Perenne","29/06/2011 16:50","Bajo (2 - 4 mts)",28,"Mediano",-68.8549922377,-32.9016194505,5,"Residencial Sur",2423808.92355,0
"12026",22882,"Morera","29/06/2011 16:44","Alto (> 8 mts)",142,"Grande",-68.8549347105,-32.9016245216,5,"Residencial Sur",2423808.92355,0
"12027",22884,"Morera","29/06/2011 16:42","Alto (> 8 mts)",122,"Grande",-68.854787309,-32.9016273261,5,"Residencial Sur",2423808.92355,0
"12028",22885,"Morera","29/06/2011 16:40","Bajo (2 - 4 mts)",18,"Chico",-68.8546828989,-32.9016278729,5,"Residencial Sur",2423808.92355,0
"12029",22886,"Morera","29/06/2011 16:39","Alto (> 8 mts)",98,"Grande",-68.8546219511,-32.9016297488,5,"Residencial Sur",2423808.92355,0
"12030",22890,"Morera","19/05/2011 15:52","Medio (4 - 8 mts)",42,"Mediano",-68.8542333624,-32.9003891254,5,"Residencial Sur",2423808.92355,0
"12031",22895,"Fresno europeo","19/05/2011 16:06","Alto (> 8 mts)",96,"Grande",-68.854162357,-32.8998760665,5,"Residencial Sur",2423808.92355,0
"12032",22896,"Fresno europeo","02/06/2011 12:52","Alto (> 8 mts)",42,"Mediano",-68.8541591782,-32.8998402566,5,"Residencial Sur",2423808.92355,0
"12033",22899,"Fresno europeo","19/05/2011 16:13","Alto (> 8 mts)",88,"Grande",-68.8541338704,-32.8996300431,5,"Residencial Sur",2423808.92355,0
"12034",22900,"Fresno europeo","19/05/2011 16:14","Muy bajo (1 - 2 mts)",8,"Chico",-68.8541307427,-32.8995845798,5,"Residencial Sur",2423808.92355,0
"12035",22901,"Morera","19/05/2011 16:15","Alto (> 8 mts)",162,"Grande",-68.854128404,-32.8995441922,5,"Residencial Sur",2423808.92355,0
"12036",22902,"Fresno europeo","19/05/2011 16:16","Bajo (2 - 4 mts)",12,"Chico",-68.854256023,-32.8994892811,5,"Residencial Sur",2423808.92355,0
"12037",22903,"Morera","19/05/2011 16:18","Alto (> 8 mts)",164,"Grande",-68.854403454,-32.8994865377,5,"Residencial Sur",2423808.92355,1
"12038",22904,"Fresno europeo","19/05/2011 16:18","Alto (> 8 mts)",92,"Grande",-68.8544881062,-32.8994866173,5,"Residencial Sur",2423808.92355,0
"12039",22910,"Olmo comun","19/05/2011 16:26","Medio (4 - 8 mts)",46,"Mediano",-68.8549958853,-32.8994794427,5,"Residencial Sur",2423808.92355,0
"12040",22912,"Fresno europeo","19/05/2011 16:36","Alto (> 8 mts)",36,"Mediano",-68.855103668,-32.8994771286,5,"Residencial Sur",2423808.92355,0
"12041",22916,"Morera","19/05/2011 16:41","Medio (4 - 8 mts)",28,"Mediano",-68.8555470725,-32.8994727725,5,"Residencial Sur",2423808.92355,0
"12042",22918,"Fresno europeo","19/05/2011 15:01","Alto (> 8 mts)",88,"Grande",-68.8556430033,-32.8996038421,5,"Residencial Sur",2423808.92355,0
"12043",22919,"Paraiso","19/05/2011 15:02","Alto (> 8 mts)",88,"Grande",-68.8556501494,-32.8996527599,5,"Residencial Sur",2423808.92355,0
"12044",22921,"Pltano","19/05/2011 15:07","Alto (> 8 mts)",158,"Grande",-68.8556667086,-32.899822349,5,"Residencial Sur",2423808.92355,0
"12045",22922,"Pltano","19/05/2011 15:11","Alto (> 8 mts)",156,"Grande",-68.8556736537,-32.8998897133,5,"Residencial Sur",2423808.92355,0
"12046",22924,"Paraiso","19/05/2011 15:17","Medio (4 - 8 mts)",52,"Mediano",-68.8556791232,-32.9000029719,5,"Residencial Sur",2423808.92355,0
"12047",22925,"Fresno americano","19/05/2011 15:21","Medio (4 - 8 mts)",42,"Mediano",-68.8556859181,-32.9001043298,5,"Residencial Sur",2423808.92355,0
"12048",22927,"Pltano","19/05/2011 15:23","Alto (> 8 mts)",182,"Grande",-68.855695815,-32.9002306112,5,"Residencial Sur",2423808.92355,0
"12049",22929,"Morera","19/05/2011 15:25","Medio (4 - 8 mts)",40,"Mediano",-68.8557012519,-32.9003376147,5,"Residencial Sur",2423808.92355,0
"12050",22933,"Fresno europeo","19/05/2011 15:31","Muy bajo (1 - 2 mts)",5,"Chico",-68.8555085874,-32.900438708,5,"Residencial Sur",2423808.92355,0
"12051",22938,"Paraiso","19/05/2011 15:37","Alto (> 8 mts)",92,"Grande",-68.8550621054,-32.9004520213,5,"Residencial Sur",2423808.92355,0
"12052",22940,"Jacarand","19/05/2011 15:40","Medio (4 - 8 mts)",36,"Mediano",-68.8548960185,-32.9004473031,5,"Residencial Sur",2423808.92355,0
"12053",22941,"Fresno europeo","19/05/2011 15:40","Bajo (2 - 4 mts)",8,"Chico",-68.854705005,-32.9004497133,5,"Residencial Sur",2423808.92355,0
"12054",22942,"Olmo comun","19/05/2011 15:41","Alto (> 8 mts)",168,"Grande",-68.8546357393,-32.9004521576,5,"Residencial Sur",2423808.92355,0
"12055",22943,"Morera","19/05/2011 15:43","Alto (> 8 mts)",88,"Grande",-68.8544674923,-32.900457913,5,"Residencial Sur",2423808.92355,0
"12056",22944,"Morera","19/05/2011 15:44","Alto (> 8 mts)",96,"Grande",-68.8543892514,-32.9004583629,5,"Residencial Sur",2423808.92355,0
"12057",22945,"Morera","19/05/2011 15:45","Medio (4 - 8 mts)",28,"Mediano",-68.8543053479,-32.9004574537,5,"Residencial Sur",2423808.92355,0
"12058",22946,"Pltano","19/05/2011 17:03","Alto (> 8 mts)",152,"Grande",-68.8558326986,-32.9003803099,5,"Residencial Sur",2423808.92355,0
"12059",22947,"Paraiso","19/05/2011 17:02","Medio (4 - 8 mts)",132,"Grande",-68.8558289595,-32.9003501152,5,"Residencial Sur",2423808.92355,0
"12060",22951,"Pltano","19/05/2011 16:52","Alto (> 8 mts)",162,"Grande",-68.8558001369,-32.8999978782,5,"Residencial Sur",2423808.92355,0
"12061",22952,"Pltano","19/05/2011 16:51","Alto (> 8 mts)",172,"Grande",-68.8557935089,-32.8999325917,5,"Residencial Sur",2423808.92355,0
"12062",22953,"Pltano","19/05/2011 16:49","Alto (> 8 mts)",162,"Grande",-68.8557892346,-32.8998520974,5,"Residencial Sur",2423808.92355,0
"12063",22954,"Pltano","19/05/2011 16:48","Medio (4 - 8 mts)",128,"Grande",-68.8557853857,-32.8998006651,5,"Residencial Sur",2423808.92355,0
"12064",22955,"Paraiso","19/05/2011 16:47","Medio (4 - 8 mts)",120,"Grande",-68.8557797332,-32.8997270806,5,"Residencial Sur",2423808.92355,0
"12065",22957,"Fresno europeo","19/05/2011 16:43","Bajo (2 - 4 mts)",6,"Chico",-68.8557729414,-32.899596041,5,"Residencial Sur",2423808.92355,0
"12066",22958,"Pltano","19/05/2011 16:42","Alto (> 8 mts)",162,"Grande",-68.8557704762,-32.8995567452,5,"Residencial Sur",2423808.92355,0
"12067",22959,"Fresno europeo","02/06/2011 12:57","Medio (4 - 8 mts)",42,"Mediano",-68.8558511209,-32.8994680821,5,"Residencial Sur",2423808.92355,0
"12068",22960,"Morera","02/06/2011 12:55","Medio (4 - 8 mts)",62,"Grande",-68.8559272274,-32.8994670228,5,"Residencial Sur",2423808.92355,0
"12069",22961,"Fresno europeo","02/06/2011 12:50","Bajo (2 - 4 mts)",32,"Mediano",-68.8560285633,-32.8994610081,5,"Residencial Sur",2423808.92355,0
"12070",22963,"Fresno europeo","01/06/2011 13:14","Bajo (2 - 4 mts)",26,"Mediano",-68.8561814098,-32.8994597412,5,"Residencial Sur",2423808.92355,0
"12071",22964,"Morera","01/06/2011 13:21","Medio (4 - 8 mts)",108,"Grande",-68.8562365628,-32.8994592637,5,"Residencial Sur",2423808.92355,0
"12072",22965,"Morera","01/06/2011 13:23","Alto (> 8 mts)",88,"Grande",-68.8563091365,-32.8994597077,5,"Residencial Sur",2423808.92355,1
"12073",22966,"Morera","01/06/2011 13:27","Alto (> 8 mts)",98,"Grande",-68.856423721,-32.8994568367,5,"Residencial Sur",2423808.92355,0
"12074",22967,"Morera","01/06/2011 13:29","Alto (> 8 mts)",92,"Grande",-68.8565023804,-32.8994581155,5,"Residencial Sur",2423808.92355,0
"12075",22968,"Morera","01/06/2011 13:30","Alto (> 8 mts)",82,"Grande",-68.8566007211,-32.8994569587,5,"Residencial Sur",2423808.92355,0
"12076",22969,"Fresno europeo","01/06/2011 13:32","Alto (> 8 mts)",98,"Grande",-68.8567582675,-32.899457518,5,"Residencial Sur",2423808.92355,0
"12077",22970,"Paraiso","01/06/2011 13:34","Bajo (2 - 4 mts)",66,"Grande",-68.8568289225,-32.8994547135,5,"Residencial Sur",2423808.92355,0
"12078",22973,"Fresno europeo","01/06/2011 13:53","Medio (4 - 8 mts)",52,"Mediano",-68.8569458744,-32.8997078617,5,"Residencial Sur",2423808.92355,0
"12079",22975,"Fresno europeo","01/06/2011 13:56","Medio (4 - 8 mts)",42,"Mediano",-68.8569562507,-32.8998355529,5,"Residencial Sur",2423808.92355,0
"12080",22977,"Fresno europeo","02/06/2011 11:16","Alto (> 8 mts)",56,"Mediano",-68.856966932,-32.8999729827,5,"Residencial Sur",2423808.92355,0
"12081",22978,"Fresno europeo","02/06/2011 11:17","Alto (> 8 mts)",48,"Mediano",-68.8569732248,-32.9000671255,5,"Residencial Sur",2423808.92355,0
"12082",22980,"Morera","01/06/2011 13:37","Alto (> 8 mts)",98,"Grande",-68.8569857312,-32.9002660906,5,"Residencial Sur",2423808.92355,0
"12083",22984,"Morera","02/06/2011 11:04","Alto (> 8 mts)",108,"Grande",-68.8567763796,-32.9004234294,5,"Residencial Sur",2423808.92355,0
"12084",22986,"Paraiso","02/06/2011 11:07","Alto (> 8 mts)",116,"Grande",-68.8565319332,-32.9004330651,5,"Residencial Sur",2423808.92355,0
"12085",22988,"Morera","02/06/2011 11:10","Alto (> 8 mts)",108,"Grande",-68.8564382021,-32.900433769,5,"Residencial Sur",2423808.92355,1
"12086",22989,"Fresno europeo","02/06/2011 11:11","Alto (> 8 mts)",152,"Grande",-68.8563703621,-32.9004343845,5,"Residencial Sur",2423808.92355,0
